,account_id,games,wins,pos_1_num,pos_2_num,pos_3_num,pos_4_num,pos_5_num,last_hits,denies,kills,deaths,assists,Unnamed: 0,name,estimate_mmr,solo_competetive_rank,leaderboard_rank,calculated_position
1155,424661031,14,7,4,8,2,0,0,323.57142857142856,19.857142857142858,7.785714285714286,5.5,11.642857142857142,2231,kumurzka,5062.0,,3286.0,2.0
508,491397500,14,3,0,0,0,4,10,50.785714285714285,2.857142857142857,3.7142857142857144,6.214285714285714,10.142857142857142,2285,Chaoly,6684.0,,716.0,5.0
512,103162342,14,4,1,0,4,3,6,86.71428571428571,5.5,3.0714285714285716,8.714285714285714,11.642857142857142,591,islA,5779.0,5965.0,204.0,5.0
130,104237213,13,4,1,3,8,1,0,151.6153846153846,8.461538461538462,4.153846153846154,6.153846153846154,8.923076923076923,610,Jedi,5363.0,6542.0,1644.0,3.0
798,298726580,13,5,0,0,0,0,13,31.46153846153846,2.8461538461538463,1.4615384615384615,8.076923076923077,11.0,1930,MaTa,5899.0,7303.0,2610.0,5.0
740,268546384,13,7,0,0,3,7,3,63.30769230769231,2.923076923076923,3.076923076923077,5.769230769230769,15.538461538461538,1855,Trapnest,5789.0,5923.0,184.0,4.0
1825,179699509,13,4,1,8,1,2,1,139.6153846153846,4.384615384615385,7.153846153846154,4.3076923076923075,7.3076923076923075,1488,Charlie,5050.0,4503.0,394.0,2.0
1205,186962897,13,7,4,8,1,0,0,222.23076923076923,13.76923076923077,8.153846153846153,3.3846153846153846,10.461538461538462,1531,Lux,4836.0,5548.0,2059.0,2.0
47,36373315,13,5,0,0,12,1,0,146.53846153846155,7.230769230769231,4.3076923076923075,5.461538461538462,10.153846153846153,75,Ϟ DjN,4802.0,4412.0,1130.0,3.0
53,89654154,13,5,4,6,1,0,2,157.3846153846154,11.076923076923077,6.384615384615385,4.615384615384615,7.6923076923076925,374,chibix,6207.0,6625.0,177.0,2.0
1508,121629136,13,0,0,0,0,0,13,32.38461538461539,2.3076923076923075,1.3846153846153846,8.384615384615385,8.923076923076923,919,divasa,3274.0,,4727.0,5.0
677,486157553,13,6,1,3,9,0,0,125.0,5.3076923076923075,2.769230769230769,5.076923076923077,12.384615384615385,2282,█ █ █,6815.0,,,3.0
134,205654228,13,4,3,7,3,0,0,270.53846153846155,6.3076923076923075,5.384615384615385,4.846153846153846,10.153846153846153,1670,James,4815.0,,200.0,2.0
968,890454106,13,5,4,9,0,0,0,299.38461538461536,9.846153846153847,7.461538461538462,5.230769230769231,10.076923076923077,2347,hunghung,6207.0,,386.0,2.0
671,26356855,13,7,0,0,0,12,1,80.53846153846153,3.5384615384615383,3.3846153846153846,6.153846153846154,12.615384615384615,54,kacor,4992.0,6805.0,280.0,4.0
1754,176552562,13,4,4,9,0,0,0,269.7692307692308,19.53846153846154,6.461538461538462,4.153846153846154,8.615384615384615,1461,σ,5446.0,5668.0,773.0,2.0
13,167346323,13,5,0,0,0,13,0,64.15384615384616,2.3076923076923075,5.461538461538462,7.384615384615385,15.615384615384615,1378,DiaMond W1nzY,5894.0,7074.0,500.0,4.0
572,168404496,13,4,4,4,5,0,0,200.3846153846154,5.846153846153846,5.3076923076923075,6.153846153846154,11.846153846153847,1395,rngg,5157.0,5572.0,,3.0
560,158606677,13,3,0,2,6,4,1,121.46153846153847,3.076923076923077,4.769230769230769,7.461538461538462,9.615384615384615,1304,OwnedMe,6616.0,7292.0,496.0,3.0
870,150419909,13,6,0,4,9,0,0,204.23076923076923,8.23076923076923,4.153846153846154,5.6923076923076925,14.538461538461538,1229,XaKoH,6351.0,7823.0,180.0,3.0
358,40146942,13,4,0,0,0,1,12,48.15384615384615,1.0769230769230769,3.230769230769231,9.538461538461538,12.692307692307692,86,Visuder,5517.0,6003.0,1383.0,5.0
1002,87442297,13,2,1,0,0,3,9,66.3076923076923,3.6153846153846154,2.0,5.461538461538462,10.846153846153847,338,InsidiousC,6594.0,7008.0,309.0,5.0
1093,18565955,13,3,0,4,4,2,3,96.6923076923077,4.6923076923076925,3.6153846153846154,7.615384615384615,9.23076923076923,34,Sasquatch,4837.0,5101.0,442.0,2.0
385,123607634,13,3,0,0,0,12,1,74.6923076923077,3.8461538461538463,3.0,6.6923076923076925,12.0,951, Keptas Gaidys,6089.0,5447.0,1275.0,4.0
125,1027442762,13,6,12,1,0,0,0,394.84615384615387,11.692307692307692,6.769230769230769,2.8461538461538463,9.076923076923077,2421,Just,6639.0,,82.0,1.0
945,203898631,12,6,9,1,0,0,2,318.5,9.583333333333334,7.083333333333333,2.9166666666666665,4.583333333333333,1655,Hubert,5660.0,,3464.0,1.0
1240,114316960,12,3,1,2,0,7,2,81.25,4.333333333333333,2.25,6.583333333333333,9.083333333333334,777,Yamaguchi,5201.0,,686.0,4.0
1336,144071937,12,6,0,1,5,6,0,122.83333333333333,6.916666666666667,3.8333333333333335,5.25,14.25,1187,OhMyButcher,4942.0,5735.0,488.0,4.0
1266,90200219,12,0,1,0,1,3,7,55.416666666666664,3.0,1.0833333333333333,7.666666666666667,6.583333333333333,384,Buktop,6135.0,5639.0,,5.0
748,84390306,12,5,0,0,0,0,12,40.916666666666664,2.75,2.0,8.166666666666666,11.583333333333334,249,Luci,4740.0,5038.0,1908.0,5.0
1371,117071713,12,3,2,0,9,1,0,154.0,12.083333333333334,4.916666666666667,5.166666666666667,9.5,838,Paradise,5156.0,5491.0,570.0,3.0
791,145372258,12,7,0,7,4,0,1,165.5,7.0,8.333333333333334,6.166666666666667,14.583333333333334,1196,Hermit,5163.0,5431.0,1137.0,2.0
1119,124669158,12,4,0,0,0,7,5,32.75,2.4166666666666665,2.6666666666666665,7.833333333333333,11.25,965,qwerjA,5373.0,5555.0,1587.0,4.0
326,20321748,12,4,0,0,8,1,3,93.5,8.833333333333334,3.8333333333333335,7.416666666666667,10.666666666666666,37,Bamboe,6292.0,,272.0,3.0
1253,97048475,12,3,2,7,2,0,1,159.33333333333334,10.75,5.0,7.416666666666667,8.75,472,Sylevan,5387.0,5815.0,516.0,2.0
847,39270453,12,7,3,7,2,0,0,144.58333333333334,9.916666666666666,6.75,3.5,8.166666666666666,84,Monti,6179.0,7172.0,876.0,2.0
315,360912188,12,7,0,0,2,9,1,85.91666666666667,4.75,3.4166666666666665,5.166666666666667,12.75,2092,yuejiang,4964.0,,932.0,4.0
1669,113112046,12,7,6,5,1,0,0,293.1666666666667,11.083333333333334,9.75,4.0,11.166666666666666,2497,nattynarwhal_,6156.0,6315.0,214.0,1.0
1359,87285329,12,8,9,1,2,0,0,288.8333333333333,20.083333333333332,7.25,2.5833333333333335,7.083333333333333,329,busen,7716.0,8041.0,457.0,1.0
948,104611628,12,4,4,5,3,0,0,295.0833333333333,9.416666666666666,5.583333333333333,3.9166666666666665,8.916666666666666,624,miyaKooo,5816.0,5671.0,250.0,2.0
601,100050990,12,4,9,3,0,0,0,234.83333333333334,13.583333333333334,4.916666666666667,5.083333333333333,7.25,507,MAI LA JI TUI BAO,5929.0,5902.0,386.0,1.0
857,65812750,12,8,0,0,1,5,6,45.916666666666664,3.0,4.583333333333333,4.666666666666667,12.0,170,popotter,4415.0,3385.0,,5.0
1762,122813174,12,5,0,0,1,9,2,37.916666666666664,5.5,2.5,5.0,8.083333333333334,937,Sabotaj~,5333.0,6279.0,1859.0,4.0
741,86356342,12,0,5,3,3,1,0,147.08333333333334,11.25,2.75,8.0,6.416666666666667,273,IceQueen67,5556.0,6083.0,320.0,1.0
454,167648978,12,4,0,0,1,2,9,41.333333333333336,1.5,4.0,8.75,16.75,1383,。,5998.0,7034.0,1862.0,5.0
28,86802844,12,6,0,0,4,8,0,126.33333333333333,4.583333333333333,4.5,5.666666666666667,11.666666666666666,303,Mag,6679.0,7680.0,514.0,4.0
516,203596299,12,1,6,1,0,2,3,226.16666666666666,5.75,3.75,6.666666666666667,8.333333333333334,1653,Sie7e,5004.0,5812.0,1205.0,1.0
232,999558823,12,2,8,3,1,0,0,279.5833333333333,12.0,7.083333333333333,4.166666666666667,10.333333333333334,2412,梨,5828.0,,590.0,1.0
1594,910028605,12,4,6,4,2,0,0,212.91666666666666,12.916666666666666,7.25,3.6666666666666665,5.5,2372,Moonlight,4946.0,,612.0,1.0
754,109490736,12,5,4,2,6,0,0,205.83333333333334,12.166666666666666,6.083333333333333,3.5,9.416666666666666,694,zone1_1,6550.0,,,3.0
1286,121952627,12,5,3,6,3,0,0,184.83333333333334,8.75,5.916666666666667,4.833333333333333,7.083333333333333,2503,Shifu,5116.0,5381.0,824.0,2.0
138,237472045,11,2,10,0,0,1,0,242.0909090909091,20.818181818181817,4.636363636363637,3.1818181818181817,4.363636363636363,1782,Midoli,6676.0,7299.0,,1.0
1425,100688745,11,3,0,2,5,2,2,138.45454545454547,3.909090909090909,2.0,7.181818181818182,9.818181818181818,527,challenger,5325.0,6400.0,1114.0,3.0
724,206712876,11,1,0,0,0,1,10,32.45454545454545,1.4545454545454546,2.4545454545454546,7.2727272727272725,11.0,1677,N a m i k a z e,5224.0,5715.0,494.0,5.0
36,291799648,11,2,0,0,0,0,11,38.36363636363637,1.8181818181818181,1.3636363636363635,8.818181818181818,10.0,1905,Worlock,4269.0,4517.0,3540.0,5.0
1331,906222809,11,5,5,3,1,0,2,232.54545454545453,8.818181818181818,4.0,2.8181818181818183,6.363636363636363,2363,Calc.,5656.0,,767.0,1.0
229,102600341,11,3,0,0,0,0,11,38.90909090909091,3.1818181818181817,2.5454545454545454,7.181818181818182,10.636363636363637,579,Alren,5346.0,6713.0,2355.0,5.0
830,79247165,11,3,6,4,1,0,0,240.45454545454547,11.545454545454545,6.363636363636363,4.090909090909091,7.909090909090909,215,Dark,4956.0,4904.0,442.0,1.0
1564,184905001,11,2,1,9,1,0,0,200.63636363636363,11.545454545454545,6.2727272727272725,5.7272727272727275,8.0,1524,ScK-,4780.0,5394.0,3651.0,2.0
1192,134271697,11,3,0,1,7,3,0,141.1818181818182,8.272727272727273,4.2727272727272725,8.454545454545455,14.454545454545455,1071,BOOM!!,5241.0,5502.0,464.0,3.0
350,44603256,10,3,0,0,1,6,3,37.9,1.5,2.7,7.4,12.8,110,guipepe_420,4919.0,5949.0,556.0,4.0
726,133705802,10,3,0,0,1,1,8,39.7,4.9,2.3,6.1,10.5,1063,XiaoXiao,5936.0,6498.0,674.0,5.0
758,249016996,10,1,0,0,8,1,1,146.3,10.7,3.6,9.0,10.6,1821,Jzc,6106.0,,99.0,3.0
765,396440333,10,6,4,3,3,0,0,220.1,13.7,6.9,3.4,7.6,2181,ɥʇɐǝp,4114.0,3340.0,2610.0,1.0
1342,49896820,10,6,0,0,0,3,7,54.8,4.4,2.0,4.3,15.8,123,Kaito,6041.0,6095.0,823.0,5.0
1696,71824981,10,4,6,3,1,0,0,249.9,8.7,8.6,3.5,8.8,190,Mugen,5197.0,6255.0,1691.0,1.0
1469,151021275,10,2,0,7,3,0,0,167.8,8.4,4.3,5.6,7.0,1236,Migi,3873.0,2835.0,1865.0,2.0
892,137739030,10,5,0,0,1,1,8,34.7,3.5,4.0,9.1,14.1,1129,Bloodzin,4924.0,5050.0,627.0,5.0
1602,110194593,10,4,0,0,0,9,1,41.6,2.7,2.7,6.5,12.1,704,eN,6215.0,6552.0,1370.0,4.0
1558,125758635,10,4,0,0,0,1,9,35.9,4.3,2.3,6.4,13.2,979,GuessWho,6457.0,7194.0,612.0,5.0
1607,121532383,10,2,0,0,0,5,5,50.8,4.5,2.7,9.0,12.0,915,Vertigo,5419.0,5879.0,327.0,4.0
27,890863990,10,5,0,0,0,4,6,37.4,3.4,3.3,9.0,16.0,2348,EzAqeghj,4617.0,,,5.0
614,135113005,10,2,1,0,6,1,2,123.9,4.4,2.9,5.0,9.0,1081,Slut',6195.0,7167.0,870.0,3.0
619,86845752,10,4,2,6,2,0,0,178.1,9.4,5.8,4.7,9.2,308,Michael,6046.0,6142.0,1489.0,2.0
662,185576371,10,6,0,0,0,4,6,26.5,2.3,3.1,4.6,11.1,2553,WinDark,3343.0,,4992.0,5.0
228,121081490,10,4,0,4,5,1,0,220.8,10.0,6.6,7.3,10.2,910,Angela,4879.0,5601.0,2426.0,3.0
376,270047648,10,6,0,0,2,5,3,50.4,2.9,3.4,5.2,9.4,1857,Goahitle,4787.0,5353.0,946.0,4.0
1039,399885807,10,3,4,5,1,0,0,285.9,12.5,9.5,4.6,7.9,2610,-----,6180.0,7126.0,193.0,2.0
647,131246802,10,6,0,0,0,3,7,36.5,3.0,3.4,5.5,15.1,1043,JimmyCoff666,4020.0,1774.0,350.0,5.0
1163,76173488,10,4,0,5,5,0,0,138.1,6.6,2.0,4.1,7.7,204,MJW,5211.0,,182.0,2.0
77,318309669,10,1,0,0,0,1,9,36.3,1.3,2.3,7.8,13.5,1984,Butch,6008.0,6219.0,454.0,5.0
1813,92241448,10,2,0,4,2,3,1,104.2,3.7,4.9,4.5,9.8,410,DLC,4987.0,,587.0,2.0
923,175422910,9,4,0,3,4,1,1,186.0,4.333333333333333,5.333333333333333,6.666666666666667,12.444444444444445,1456,Secret ,5816.0,,232.0,3.0
974,417775858,9,3,5,4,0,0,0,305.44444444444446,18.666666666666668,10.333333333333334,4.222222222222222,6.111111111111111,2223,1BW1BW,6623.0,,301.0,1.0
792,129184871,9,5,0,0,0,1,8,15.222222222222221,0.7777777777777778,2.7777777777777777,8.222222222222221,15.222222222222221,1015,Icedemon,5106.0,5655.0,752.0,5.0
1640,882471529,9,1,3,6,0,0,0,185.11111111111111,11.88888888888889,7.0,4.444444444444445,6.555555555555555,2336,Mio,5151.0,,471.0,2.0
506,6103402,9,6,0,0,0,1,8,38.55555555555556,3.5555555555555554,2.0,7.0,11.444444444444445,9,solen,6505.0,6187.0,1227.0,5.0
313,12391689,9,3,0,0,1,7,1,65.66666666666667,4.222222222222222,4.0,7.777777777777778,11.555555555555555,24,rmape,5918.0,6826.0,616.0,4.0
113,100829013,9,3,6,3,0,0,0,323.1111111111111,17.11111111111111,7.222222222222222,3.888888888888889,5.333333333333333,532,Dogbrain666,6297.0,,164.0,1.0
1104,114478105,9,2,5,3,1,0,0,297.6666666666667,10.0,4.333333333333333,4.555555555555555,5.555555555555555,782,Exel,5712.0,5810.0,740.0,1.0
1651,23589642,9,5,0,0,0,2,7,43.44444444444444,1.5555555555555556,2.0,6.222222222222222,13.555555555555555,45,HoviteY,5707.0,6761.0,510.0,5.0
638,113846851,9,2,4,4,1,0,0,220.0,9.88888888888889,6.888888888888889,4.777777777777778,8.444444444444445,765,Kempo,5656.0,6478.0,308.0,1.0
1652,1009611543,9,1,0,0,0,2,7,38.44444444444444,4.0,3.111111111111111,7.555555555555555,9.666666666666666,2418,歪YF歪YF。康M,5201.0,,344.0,5.0
1090,924306172,9,3,0,0,2,6,1,65.55555555555556,5.333333333333333,4.0,5.777777777777778,11.222222222222221,2382,GL1n,5646.0,,1235.0,4.0
416,156179541,9,3,5,3,0,1,0,223.77777777777777,18.333333333333332,7.888888888888889,4.888888888888889,8.222222222222221,2534,ryanree_,5617.0,6057.0,137.0,1.0
1777,983333916,9,4,2,3,1,1,2,198.77777777777777,14.222222222222221,4.111111111111111,4.333333333333333,9.88888888888889,2404,VilliaN v.2,4182.0,,,2.0
347,59381601,9,3,3,0,0,1,5,141.22222222222223,11.333333333333334,3.888888888888889,7.888888888888889,10.88888888888889,153,BBTM,4307.0,4782.0,,5.0
1043,324945492,9,1,2,5,1,1,0,185.55555555555554,10.11111111111111,4.0,4.888888888888889,5.111111111111111,2003,YZ,5108.0,5750.0,2140.0,2.0
587,321201954,9,5,2,6,1,0,0,269.8888888888889,11.777777777777779,5.333333333333333,3.4444444444444446,6.888888888888889,1992,Deep,5649.0,,201.0,2.0
164,142805736,9,4,5,1,3,0,0,169.66666666666666,8.333333333333334,3.6666666666666665,4.333333333333333,7.777777777777778,1180,deku,6451.0,7352.0,374.0,1.0
452,106667692,9,3,4,5,0,0,0,284.77777777777777,19.333333333333332,7.666666666666667,5.888888888888889,6.444444444444445,654,ClouD,5274.0,,559.0,2.0
1375,192405422,9,5,1,1,6,1,0,204.33333333333334,10.88888888888889,7.222222222222222,6.333333333333333,19.88888888888889,1575,Note,6149.0,6977.0,210.0,3.0
1546,68709354,9,4,0,1,3,2,3,76.33333333333333,7.555555555555555,1.7777777777777777,5.555555555555555,9.666666666666666,181,Dolph,5469.0,5023.0,763.0,3.0
600,135178273,9,3,2,1,0,5,1,153.22222222222223,7.555555555555555,5.666666666666667,8.0,13.0,1082,Skyward,4834.0,5350.0,1698.0,4.0
1500,410741099,9,3,0,0,9,0,0,159.44444444444446,13.666666666666666,4.111111111111111,5.222222222222222,10.555555555555555,2209,Polar,4611.0,5053.0,1952.0,3.0
1734,840005878,9,8,7,2,0,0,0,285.1111111111111,9.88888888888889,8.333333333333334,2.7777777777777777,9.11111111111111,2294,b4x4zZz,5015.0,,2951.0,1.0
291,97031036,9,4,1,5,3,0,0,205.77777777777777,9.666666666666666,5.222222222222222,4.0,10.88888888888889,471,p07,4506.0,3851.0,2520.0,2.0
1831,113639294,8,4,0,0,6,1,1,87.875,5.625,2.75,5.5,9.875,757,tanya,4724.0,5386.0,1960.0,3.0
917,197737818,8,2,3,4,1,0,0,201.75,13.0,4.875,2.0,4.5,1625,MiDong,5290.0,6827.0,211.0,2.0
649,117582563,8,1,0,0,1,5,2,47.875,2.5,2.75,6.5,10.5,852,W3ssenT,6015.0,5011.0,717.0,4.0
714,232763274,8,3,0,4,4,0,0,213.75,11.0,4.875,5.25,9.25,2573,XVI,5427.0,6122.0,914.0,2.0
1290,8712306,8,3,0,2,5,1,0,169.75,9.5,3.0,5.875,13.375,14,Trixi,6426.0,8078.0,517.0,3.0
800,66598119,8,5,1,0,5,2,0,138.75,10.0,4.75,4.875,13.125,173,Tudi,6531.0,7370.0,152.0,3.0
533,317465426,8,1,4,1,3,0,0,209.375,4.375,4.875,5.875,7.5,1975,Scarlet*,5577.0,6706.0,495.0,1.0
612,67119389,8,0,0,0,1,6,1,32.625,2.625,2.0,8.5,5.0,175,Lucky16i,5357.0,6020.0,1295.0,4.0
1761,196442862,8,3,3,4,1,0,0,285.25,20.625,7.0,3.125,8.875,1608,я не в себе,5539.0,4567.0,105.0,2.0
215,155946464,8,1,0,2,6,0,0,172.75,6.625,4.0,4.5,6.375,2532,！！！！！！,6024.0,,394.0,3.0
933,337493609,8,2,0,3,5,0,0,178.875,2.875,2.5,5.5,12.875,2024,pudge,5762.0,5752.0,784.0,3.0
925,90783201,8,2,0,2,6,0,0,147.75,7.875,3.0,6.25,9.875,2470,P4nda,5362.0,5765.0,612.0,3.0
240,218500899,8,2,0,1,1,5,1,120.5,4.0,3.0,7.25,10.75,1716,02,5586.0,6969.0,741.0,4.0
217,232033806,8,5,0,0,0,5,3,52.125,4.875,3.5,6.375,15.125,2570,!,4791.0,4645.0,1236.0,4.0
322,278599060,8,3,0,0,0,8,0,48.75,3.75,2.625,8.25,14.875,1874,Michael-,5615.0,,15.0,4.0
1173,92590479,8,2,0,0,6,2,0,145.875,11.25,2.875,5.25,7.875,419,Jixing,6335.0,7765.0,123.0,3.0
541,196879301,8,2,0,0,0,1,7,31.125,3.375,3.625,7.125,11.875,1616,spacyh,6448.0,6687.0,740.0,5.0
352,167745437,8,5,0,4,4,0,0,127.375,12.0,2.875,4.25,11.5,1384,Everlasting,3172.0,1912.0,,2.0
1674,106755144,8,5,3,0,5,0,0,141.75,14.375,4.625,3.5,9.0,657,FixoR,5271.0,6417.0,1417.0,3.0
1789,130055348,8,0,4,4,0,0,0,160.875,8.75,2.625,4.75,4.5,1033,wowlamka228,3679.0,,,1.0
1274,145873098,8,2,6,1,1,0,0,200.125,10.375,4.375,4.5,6.5,1199,Dynamo,4599.0,5069.0,958.0,1.0
890,337722092,8,5,1,3,4,0,0,247.125,15.625,4.25,2.875,10.125,2026,Tenshi,5115.0,5837.0,456.0,3.0
737,201929009,8,1,0,0,0,4,4,22.25,4.125,2.375,5.25,8.0,1646,YuFeR-,4935.0,,570.0,4.0
891,104610567,8,4,0,0,0,5,3,32.0,0.5,2.875,5.25,7.0,623,RoMaLL1Ka,6108.0,6949.0,743.0,4.0
290,99881834,8,6,1,1,1,4,1,116.5,7.5,5.75,5.75,15.125,2478,The Azathot,6110.0,6323.0,622.0,4.0
1801,254049656,8,4,3,0,0,2,3,217.125,9.5,4.375,4.875,9.0,1831,Milet,6588.0,,199.0,1.0
1232,391075363,8,3,0,1,0,0,7,33.75,1.25,4.375,8.0,14.125,2171,Dray,5346.0,,645.0,5.0
1531,102165332,8,1,0,0,0,4,4,44.25,1.875,2.125,7.875,8.875,569,Xoicy,6107.0,6426.0,,4.0
690,170569148,8,5,5,2,1,0,0,243.0,12.875,7.25,3.5,9.75,1407,M。,5605.0,6801.0,559.0,1.0
1753,146504296,8,3,1,6,1,0,0,242.0,8.0,5.875,6.125,10.0,1204,Sema No love,6303.0,6589.0,477.0,2.0
752,118305301,8,5,4,3,1,0,0,173.75,9.875,7.5,2.375,12.0,866,!Attacker,7061.0,8105.0,149.0,1.0
364,161683666,8,0,1,1,4,1,1,134.625,9.25,3.625,6.75,7.875,1328,MisteriuS,5738.0,5795.0,158.0,3.0
1018,104744109,8,3,3,5,0,0,0,279.0,12.375,6.625,4.25,14.25,625,nemphy,5597.0,6958.0,1910.0,2.0
1492,92367063,8,2,0,2,6,0,0,150.125,4.75,3.5,7.125,9.5,414,Patos,5867.0,7114.0,1739.0,3.0
372,107485519,7,1,1,2,1,0,3,120.28571428571429,4.857142857142857,6.142857142857143,9.0,10.0,668,venom,5681.0,7436.0,275.0,5.0
868,109590964,7,0,0,0,5,2,0,132.0,8.142857142857142,3.7142857142857144,6.428571428571429,6.285714285714286,696,Chives,6294.0,6055.0,239.0,3.0
1518,148826785,7,0,0,0,0,5,2,37.142857142857146,3.857142857142857,2.4285714285714284,8.142857142857142,7.285714285714286,1221,tact,6008.0,6621.0,441.0,4.0
609,130001137,7,2,1,5,1,0,0,221.14285714285714,11.857142857142858,3.7142857142857144,5.428571428571429,9.285714285714286,1029,Jacob^,5951.0,6063.0,754.0,2.0
993,364200534,7,2,0,0,0,6,1,56.857142857142854,4.142857142857143,2.0,5.142857142857143,12.714285714285714,2100,弃名,6058.0,6420.0,147.0,4.0
418,124066939,7,3,1,0,3,1,2,88.28571428571429,3.2857142857142856,3.142857142857143,3.7142857142857144,11.857142857142858,959,Dot,5333.0,,3655.0,3.0
489,85696663,7,3,0,0,1,5,1,57.42857142857143,3.7142857142857144,4.428571428571429,5.142857142857143,13.714285714285714,263,CorVus,5223.0,3156.0,2304.0,4.0
703,162672288,7,4,0,0,0,6,1,90.85714285714286,5.0,4.857142857142857,8.285714285714286,18.571428571428573,1336,jumpx2,4921.0,,532.0,4.0
1509,384068070,7,6,6,1,0,0,0,340.14285714285717,19.285714285714285,9.857142857142858,2.857142857142857,9.714285714285714,2152,DarkLordxrd,4616.0,3713.0,2004.0,1.0
736,198455581,7,2,4,2,1,0,0,236.14285714285714,10.428571428571429,5.428571428571429,5.428571428571429,16.571428571428573,1629,o,6617.0,7549.0,255.0,1.0
739,119550275,7,4,0,1,4,2,0,98.71428571428571,11.571428571428571,3.857142857142857,5.428571428571429,13.142857142857142,885,Crest,5567.0,4294.0,293.0,3.0
744,129315212,7,0,2,4,0,0,1,104.85714285714286,5.0,4.857142857142857,6.285714285714286,4.0,1017,SebaS,5008.0,4247.0,591.0,2.0
687,192621948,7,5,0,0,1,6,0,98.57142857142857,3.142857142857143,3.4285714285714284,6.142857142857143,19.285714285714285,1576,aq-qd,4689.0,5156.0,2225.0,4.0
965,340541490,7,0,1,2,0,3,1,84.71428571428571,5.571428571428571,2.7142857142857144,8.142857142857142,6.857142857142857,2038,luchito mario,5032.0,5301.0,649.0,4.0
1145,100028335,7,5,0,0,0,2,5,60.285714285714285,3.0,2.5714285714285716,5.285714285714286,12.714285714285714,506,ArsZeeqq,5485.0,7207.0,3032.0,5.0
182,339414010,7,1,7,0,0,0,0,235.0,14.0,4.142857142857143,3.0,7.0,2032,QM333,5930.0,7133.0,320.0,1.0
1238,168089239,7,2,0,3,4,0,0,138.42857142857142,6.428571428571429,2.857142857142857,5.428571428571429,8.285714285714286,1388,Toei,5559.0,5513.0,245.0,3.0
194,117542056,7,4,0,0,0,1,6,42.714285714285715,2.7142857142857144,4.285714285714286,9.285714285714286,19.428571428571427,851,onfir33,4959.0,5549.0,949.0,5.0
65,298746954,7,5,2,5,0,0,0,204.71428571428572,18.857142857142858,7.571428571428571,3.0,7.428571428571429,1931,Malo1-,5066.0,4820.0,1670.0,2.0
213,116985284,7,1,4,3,0,0,0,282.14285714285717,14.428571428571429,4.428571428571429,6.285714285714286,5.0,836,1111111111111111,6122.0,7537.0,229.0,1.0
1040,116508195,7,2,0,1,5,1,0,136.0,6.285714285714286,3.857142857142857,4.142857142857143,8.142857142857142,820,sK3~,4983.0,5096.0,2287.0,3.0
1820,152960698,6,3,4,2,0,0,0,210.5,6.666666666666667,7.666666666666667,3.5,9.0,1255,Mufasa,6651.0,7560.0,477.0,1.0
1748,415037963,6,2,0,2,2,1,1,177.83333333333334,5.333333333333333,2.8333333333333335,5.5,12.666666666666666,2218,will,3912.0,,402.0,2.0
920,126172556,6,1,0,0,0,0,6,37.333333333333336,2.8333333333333335,1.3333333333333333,9.166666666666666,12.5,2508,MemZi,5390.0,5658.0,1096.0,5.0
929,114441753,6,3,3,1,2,0,0,151.33333333333334,14.833333333333334,4.5,3.6666666666666665,5.166666666666667,779,E,6838.0,7848.0,807.0,1.0
338,287348378,6,3,4,2,0,0,0,246.33333333333334,8.833333333333334,6.0,3.1666666666666665,9.166666666666666,1888,Kong,4458.0,4904.0,3375.0,1.0
633,137112063,6,3,0,0,1,1,4,44.333333333333336,5.166666666666667,5.0,7.833333333333333,14.833333333333334,1116,Koba1t,4172.0,4379.0,3417.0,5.0
252,172298224,6,3,0,5,1,0,0,172.66666666666666,13.0,8.166666666666666,3.8333333333333335,10.166666666666666,1429,HolyByLibra,5982.0,7111.0,866.0,2.0
749,157856188,6,3,5,1,0,0,0,319.1666666666667,12.333333333333334,6.833333333333333,2.1666666666666665,6.666666666666667,1300,Keegin,4169.0,3931.0,,1.0
67,141821056,6,1,1,3,2,0,0,193.16666666666666,3.8333333333333335,7.5,5.5,7.833333333333333,1172,Avalanche,6031.0,7010.0,545.0,2.0
796,174765223,6,1,1,2,0,2,1,107.5,2.3333333333333335,1.8333333333333333,5.833333333333333,6.666666666666667,1450,YourMasta!,4735.0,4705.0,3089.0,2.0
862,122009948,6,4,0,0,0,6,0,32.0,4.0,4.333333333333333,6.166666666666667,13.166666666666666,2504,BlackDrago,4785.0,3766.0,892.0,4.0
78,426607927,6,3,0,3,0,0,3,87.33333333333333,8.666666666666666,3.5,7.0,15.166666666666666,2235,Zaza,6379.0,7480.0,308.0,2.0
84,106694096,6,3,2,3,1,0,0,318.0,6.333333333333333,9.333333333333334,4.0,8.833333333333334,655,flacs,5129.0,,,2.0
196,869108920,6,0,1,3,2,0,0,183.16666666666666,9.666666666666666,4.333333333333333,4.833333333333333,3.8333333333333335,2319,Roflex,5848.0,,262.0,2.0
942,123485937,6,2,0,0,0,4,2,28.166666666666668,1.0,2.1666666666666665,6.166666666666667,10.333333333333334,948,Save,5586.0,7001.0,521.0,4.0
1213,302437517,6,3,0,0,0,0,6,20.0,4.0,1.8333333333333333,5.0,12.5,1938,shponk,3568.0,3862.0,,5.0
1207,121885658,6,1,0,0,2,4,0,71.5,5.0,2.3333333333333335,7.833333333333333,13.166666666666666,925,Wazza,5978.0,6509.0,929.0,4.0
1189,100192884,6,1,3,2,1,0,0,195.83333333333334,21.166666666666668,4.333333333333333,4.5,6.166666666666667,510,Danny,6231.0,6517.0,148.0,1.0
